"initial"	"last"	"count"	"total"	"flag"	"min"	"max"	"mean"	"percentile_5"	"percentile_95"	"lower"	"upper"	"left"	"right"	"potential"	"score"
48510772	48511769	368	368	0	0	1	0.778645833333333	0	1	1	1	0	0	0	0
48511878	48512015	360	360	0	0	1	0.84375	0	1	1	1	0	0	0	0
48512175	48512728	298	298	0	0	1	0.807291666666667	0	1	1	1	0	0	0	0
48512896	48515204	404	404	0	0	1	0.877604166666667	0	1	1	1	0	0	0	0
48515356	48515585	360	360	0	0	1	0.856770833333333	0	1	1	1	0	0	0	0
48515742	48521897	145	258	0	0	1	0.619668503195235	0	1	0.501474483658491	0.622556524093447	0	0	0	0
48515742	48522307	14	258	0	0	0.315789473684211	0.00546943501616489	0	0	0.0266205487269187	0.081906583056027	0	0	0	0
48515742	48524658	14	258	0	0	0.294117647058824	0.0011999591503268	0	0	0.0266205487269187	0.081906583056027	0	0	0	0
48515742	48533027	85	258	0	0	1	0.0507454359716061	0	0.388888888888889	0.27210398307118	0.386810745610991	0	0	0	0
48521963	48522307	156	156	0	0	1	0.700520833333333	0	1	1	1	0	0	0	0
48522404	48524658	200	214	0	0	1	0.557291666666667	0	1	0.901449973917798	0.967708904586875	0	0	0	0
48522404	48533027	14	214	0	0	0	NA	NA	NA	0.0322910954131254	0.0985500260822017	0	0	1	0
48524758	48533027	144	144	0	0	1	0.255208333333333	0	1	1	1	0	0	0	0
49310994	49331946	483	483	0	0	1	0.9921875	1	1	1	1	0	0	0	0
49332091	49339676	494	494	0	0	1	0.903645833333333	0	1	1	1	0	0	0	0
49339743	49344178	338	338	0	0	1	0.822916666666667	0	1	1	1	0	0	0	0
49344124	49350743	0	0	NA	0	0.315789473684211	0.00152014231188437	0	0	0	0	115	-1	0	0
49344239	49350743	376	376	0	0	1	0.962021524354782	1	1	1	1	0	-1	0	0
49350913	49359713	437	437	0	0	1	0.90625	0	1	1	1	0	0	0	0
49359833	49376966	410	410	0	0	1	0.893229166666667	0	1	1	1	0	0	0	0
49377132	49382799	499	499	0	0	1	0.90360625633232	0	1	1	1	0	0	0	0
49377151	49382799	0	0	NA	0	0.0151975683890578	3.95770010131712e-05	0	0	0	0	-19	0	0	0
49382942	49393012	12	506	0	0	0	NA	NA	NA	0.0104572202853309	0.0369736097541948	0	0	1	0
49382942	49401132	0	0	NA	0	1	0.146621800657847	0	1	0	0	0	0	0	0
49382942	49401394	0	0	NA	0	1	0.0111057864872715	0	0	0	0	0	0	0	0
49382942	49433317	494	506	0	0	1	0.745918246188215	0	1	0.963026390245805	0.989542779714669	0	0	0	0
49393080	49433317	11	11	0	0	0	NA	NA	NA	1	1	0	0	1	0
49401271	49401394	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
49424326	49433317	10	41	0	0	1	0.00260416666666667	0	0	0.112452274747042	0.375352603301739	-3850	0	0	0
49428715	49433317	31	41	0	0	1	0.0260416666666667	0	0	0.624647396698261	0.887547725252958	4679	0	0	0
49433391	49434085	54	493	0	0	0.545454545454545	0.0126239201370651	0	0	0.0819648609214864	0.137102076198189	3	0	0	0
49433394	49434085	439	493	0	0	1	0.802480246529602	0	1	0.862897923801811	0.918035139078514	0	0	0	0
49434224	49435885	0	0	NA	0	0.416666666666667	0.00254430076628353	0	0	0	0	0	-1800	0	0
49434224	49443985	349	349	0	0	1	0.661518199233716	0	1	1	1	0	0	0	0
49442785	49443985	72	72	0	0	1	0.479166666666667	0	1	1	1	1269	0	0	0
49534263	49537869	0	0	NA	0	0.35	0.00176521956087824	0	0	0	0	0	0	0	0
49534263	49540875	429	429	0	0	1	0.977401447105788	1	1	1	1	0	0	0	0
49538084	49540875	0	0	NA	0	1	0.00520833333333333	0	0	0	0	0	0	0	0
49541007	49541549	0	0	NA	0	0.0909090909090909	0.000430669729206963	0	0	0	0	0	126	0	0
49541007	49541675	560	560	0	0	1	0.97873599693746	1	1	1	1	0	0	0	0
49541828	49544736	562	562	0	0	1	0.981770833333333	1	1	1	1	0	0	0	0
49544864	49549457	307	307	0	0	1	0.942708333333333	0	1	1	1	0	0	0	0
49547172	49549457	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-2308	0	0	0
49549649	49549742	0	0	NA	0	0.5	0.0178135768570196	0	0.152075098814229	0	0	0	-285	0	0
49549649	49550410	0	0	NA	0	1	0.00400180905695612	0	0	0	0	0	760	0	0
49549649	49551325	436	468	0	0	1	0.909494455551102	0	1	0.908757124661631	0.954490738586232	0	0	0	0
49549649	49552177	32	468	0	0	0.107142857142857	0.000981825201588759	0	0	0.0455092614137681	0.0912428753383687	0	0	0	0
49549901	49551325	0	0	NA	0	1	0.0078125	0	0	0	0	-252	0	0	0
49550465	49551325	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-816	0	0	0
49551469	49552177	628	628	0	0	1	0.953125	1	1	1	1	0	0	0	0
49552286	49555514	626	626	0	0	1	0.953125	1	1	1	1	0	0	0	0
49555674	49558285	0	0	NA	0	0.176470588235294	0.000459558823529412	0	0	0	0	0	1632	0	0
49555674	49559917	643	643	0	0	1	0.950061274509804	0.85	1	1	1	0	0	0	0
49560085	49566617	716	716	0	0	1	0.966145833333333	1	1	1	1	0	0	0	0
49566769	49567153	653	653	0	0	1	0.950520833333333	1	1	1	1	0	0	0	0
49567321	49580504	457	534	0	0	1	0.784148420739113	0	1	0.826009951275704	0.885600535615682	0	0	0	0
49567321	49585443	19	534	0	0	0.333333333333333	0.00155336257309942	0	0	0.0198687728736488	0.0512922758154897	0	0	0	0
49567324	49580504	58	534	0	0	0.5	0.0137773833544546	0	0.143927125506071	0.0822228790104315	0.135005585409044	0	0	0	0
49580581	49585443	21	522	0	0	0.185185185185185	0.0014951288079713	0	0	0.0233729417136422	0.0570868284013004	4	0	0	0
49580585	49585443	501	522	0	0	1	0.847463204525362	0	1	0.9429131715987	0.976627058286358	0	0	0	0
49661209	49663056	1037	1120	0	0	1	0.826649589930281	0.647058823529412	1	0.910551723200902	0.941233991084812	0	0	0	0
49661209	49669776	37	1120	0	0	0.272727272727273	0.0351440515379554	0	0.138242846661775	0.0225681863719708	0.0435032421994578	0	0	0	0
49661209	49686474	0	0	NA	0	0.0316455696202532	8.24103375527426e-05	0	0	0	0	0	0	0	0
49661209	49691253	46	1120	0	0	0.48	0.135519781527544	0	0.306993006993007	0.0294486465249476	0.0526942106179095	0	0	0	0
49663196	49663847	0	0	NA	0	0.5	0.00130208333333333	0	0	0	0	0	-791	0	0
49663196	49668496	0	0	NA	0	0.5	0.0116576144128036	0	0	0	0	0	-327	0	0
49663196	49669776	575	652	0	0	0.670454545454545	0.00174597537878788	0	0	0.857129675568571	0.906674005413024	0	0	1	0
49663196	49686474	0	0	NA	0	0.454545454545455	0.00118371212121212	0	0	0	0	0	0	0	0
49663196	49691253	77	652	0	0	1	0.82265228142053	0	1	0.0933259945869755	0.142870324431429	0	0	0	0
49667730	49668496	0	0	NA	0	1	0.00260416666666667	0	0	0	0	840	-327	0	0
49668570	49669776	12	12	0	0	1	0.0234375	0	0	1	1	0	0	0	0
49668570	49691253	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
49669847	49691253	339	339	0	0	1	0.916666666666667	0	1	1	1	0	0	0	0
49679857	49691253	0	0	NA	0	1	0.00260416666666667	0	0	0	0	6739	0	0	0
49701528	49701855	0	0	NA	0	1	0.00520833333333333	0	0	0	0	0	0	0	0
49701899	49702385	2212	2212	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49702481	49705620	2269	2292	0	0.955752212389381	1	0.999685982831392	1	1	0.985884577803698	0.994045614168379	0	0	0	0
49702481	49706097	23	2292	0	0	0.0442477876106195	0.0003140171686085	0	0	0.00595438583162134	0.0141154221963019	0	0	0	0
49705784	49706097	2016	2016	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49706170	49706267	1894	1894	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49706373	49709571	1768	1768	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49709701	49710890	2491	2491	0	0	1	0.9921875	1	1	1	1	0	0	0	0
49711023	49719774	1524	1524	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
49719820	49721954	2141	2141	0	0	1	0.973958333333333	1	1	1	1	0	0	0	0
49722125	49722476	2130	2130	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49722564	49725415	2102	2102	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49725502	49732370	1814	1814	0	0	1	0.9921875	1	1	1	1	0	0	0	0
49732467	49732604	1860	1860	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
49732658	49732746	1968	1968	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49732777	49732956	2116	2116	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
49733047	49746948	1856	1856	0	0	1	0.989583333333333	1	1	1	1	0	0	0	0
49746994	49791391	32	1698	0	0	0.176470588235294	0.00367441815511248	0	0	0.012377819686063	0.0253135819629358	0	1046	0	0
49746994	49791900	11	1698	0	0	0	NA	NA	NA	0.00266225306134452	0.0102941662554988	0	537	1	0.00647820965842167
49746994	49792437	1655	1698	0	0	1	0.967679748511554	0.92828024426473	1	0.967203299664436	0.982148879369722	0	0	0	0
49915161	49918092	29	782	0	0	0.16	0.00798833410362585	0	0.0805483870967742	0.0238396897336499	0.0503291082203143	0	3385	0	0
49915161	49921477	753	782	0	0.84	1	0.992011665896374	0.919451612903226	1	0.949670891779686	0.97616031026635	0	0	0	0
49918222	49921477	29	29	0	0	1	0.104166666666667	0	1	1	1	-3061	0	0	0
49921581	49927918	781	781	0	1	1	1	1	1	1	1	0	0	0	0
49928086	49931017	903	974	0	0.730769230769231	1	0.970426357558122	0.873313492063492	1	0.910778313283055	0.943431132302161	0	0	0	0
49928086	49936129	71	974	0	0	0.269230769230769	0.0295736424418777	0	0.126686507936508	0.0565688676978392	0.0892216867169452	0	0	0	0
49931135	49931688	20	755	0	0	0.176470588235294	0.0111575333402499	0	0.0984667463162086	0.015035086857561	0.0379450455927701	0	-671	0	0
49931135	49935616	0	0	NA	0	0.0892857142857143	0.000469547193877551	0	0	0	0	0	0	0	0
49931135	49936129	735	755	0	0.821428571428571	1	0.988372919465873	0.898005698005698	1	0.96205495440723	0.984964913142439	0	0	0	0
49931782	49936129	26	26	0	0	1	0.0494791666666667	0	0	1	1	-647	0	0	0
49935993	49936129	0	0	NA	0	1	0.0078125	0	0	0	0	-239	0	0	0
51354337	51365702	89	89	0	0	1	0.234375	0	1	1	1	0	0	0	0
51365846	51367804	848	848	0	0	1	0.328125	0	1	1	1	0	0	0	0
51367899	51368938	1018	1018	0	0	1	0.9921875	1	1	1	1	0	0	0	0
51369311	51374207	1093	1093	0	0	1	0.255208333333333	0	1	1	1	0	0	0	0
51374440	51374653	1143	1143	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
51374797	51376047	1137	1137	0	0	1	0.942708333333333	0	1	1	1	0	0	0	0
51376175	51378238	1265	1265	0	0	1	0.953125	1	1	1	1	0	0	0	0
51378455	51379461	1151	1151	0	0	1	0.53125	0	1	1	1	0	0	0	0
51379573	51382028	998	1012	0	0	1	0.959387782278279	1	1	0.978969619567352	0.993362396242924	0	0	0	0
51379573	51383328	14	1012	0	0	0.238095238095238	0.0015497177217209	0	0	0.00663760375707552	0.0210303804326478	0	0	0	0
51382124	51383328	1082	1082	0	0	1	0.9921875	1	1	1	1	0	0	0	0
51383462	51383588	1276	1276	0	0	1	0.778645833333333	0	1	1	1	0	0	0	0
51383742	51387385	1046	1057	0	0	1	0.8515625	0	1	0.983475240354655	0.995711136182715	0	0	0	0
51383742	51430293	11	1057	0	0	0	NA	NA	NA	0.00428886381728519	0.0165247596453449	0	0	1	0
51387541	51389318	922	922	0	0	1	0.773102310231023	0	1	1	1	0	0	0	0
51387541	51395299	0	0	NA	0	0.128712871287129	0.000335189768976898	0	0	0	0	0	-1	0	0
51389445	51395299	862	874	0	0	1	0.955089264843385	1	1	0.978555071771923	0.993984973994668	0	-1	0	0
51389445	51430293	12	874	0	0	0.193548387096774	0.000639901823281907	0	0	0.00601502600533236	0.0214449282280772	0	0	0	0
51395484	51421111	23	666	0	0	1	0.0868937174479167	0	1	0.0206665249839921	0.048402544085077	0	0	0	0
51395484	51430293	643	666	0	0	0.6328125	0.00164794921875	0	0	0.951597455914923	0.979333475016008	0	0	1	0
51421335	51423029	0	0	NA	0	1	0.00520833333333333	0	0	0	0	0	0	0	0
51421335	51430293	0	0	NA	0	1	0.0130208333333333	0	0	0	0	0	0	0	0
51423091	51430293	13	13	0	0	1	0.0260416666666667	0	0	1	1	0	0	0	0
51430384	51451024	588	588	0	0	1	0.0234375	0	0	1	1	0	0	0	0
51451175	51451977	658	658	0	0	1	0.346354166666667	0	1	1	1	0	0	0	0
51452056	51452414	530	530	0	0	1	0.986979166666667	1	1	1	1	0	0	0	0
51768297	51769155	165	165	0	0	1	0.841145833333333	0	1	1	1	0	0	0	0
51769294	51771820	99	99	0	0	1	0.757137452947222	0	1	1	1	0	0	0	0
51769294	51773929	0	0	NA	0	0.32	0.0136958803861115	0	0.155048309178744	0	0	0	0	0	0
51771496	51771820	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
51771912	51773920	14	142	0	0	0.538461538461538	0.0106215579646972	0	0	0.049558087315927	0.147625011275622	0	0	0	0
51771912	51773929	128	142	0	0	1	0.731565942035303	0	1	0.852374988724378	0.950441912684073	0	0	0	0
51773034	51773929	32	32	0	0	1	0.015625	0	0	1	1	0	0	0	0
51774035	51776456	17	292	0	0	0.192307692307692	0.00236129099114413	0	0	0.0313612441118442	0.0850771120525393	0	0	0	0
51774035	51777059	264	292	0	0	1	0.833433736215315	0	1	0.870337123029007	0.937882055053185	0	0	0	0
51774035	51790010	11	292	0	0	0.333333333333333	0.0105591394602079	0	0.132564102564102	0.0158323058711424	0.0595101598822822	0	0	0	0
51775007	51775046	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-882	-1117	0	0
51775111	51775124	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-986	-1195	0	0
51775386	51775399	0	0	NA	0	1	0.0078125	0	0	0	0	1140	1057	0	0
51775647	51775660	0	0	NA	0	1	0.00260416666666667	0	0	0	0	879	796	0	0
51775661	51775674	0	0	NA	0	1	0.00260416666666667	0	0	0	0	865	782	0	0
51776523	51777059	0	0	NA	0	0.4	0.00104166666666667	0	0	0	0	3	0	0	0
51776526	51777059	12	12	0	0	1	0.0119791666666667	0	0	1	1	0	0	0	0
51777122	51777242	10	273	0	0	0.461538461538462	0.0144549137670387	0	0.166666666666667	0.0143461995282788	0.0589138737317945	0	0	0	0
51777122	51790010	263	273	0	0	1	0.816274252899628	0	1	0.941086126268206	0.985653800471721	0	0	0	0
51777354	51790010	10	10	0	0	1	0.0494791666666667	0	0	1	1	30	0	0	0
51789774	51790010	11	11	0	0	1	0.00260416666666667	0	0	1	1	289	0	0	0
51790093	51791164	305	305	0	0	1	0.770833333333333	0	1	1	1	0	0	0	0
51791258	51797825	156	309	0	0	1	0.468792843540479	0	1	0.449106744341059	0.560601993523019	0	0	0	0
51791258	51799533	153	309	0	0	1	0.265582156459521	0	1	0.439398006476981	0.550893255658941	0	0	0	0
51797909	51799533	161	161	0	0	1	0.5	0	1	1	1	0	0	0	0
51799668	51804053	317	317	0	0	1	0.799479166666667	0	1	1	1	0	0	0	0
51935030	51935592	46	46	0	0	1	0.322916666666667	0	1	1	1	0	0	0	0
51935696	51937275	47	47	0	0	1	0.3125	0	1	1	1	0	0	0	0
51937394	51937475	80	80	0	0	1	0.419270833333333	0	1	1	1	0	0	0	0
51937680	51939050	60	60	0	0	1	0.270833333333333	0	1	1	1	0	0	0	0
51939194	51941080	65	65	0	0	1	0.424479166666667	0	1	1	1	0	0	0	0
51941225	51942385	78	78	0	0	1	0.2421875	0	1	1	1	0	0	0	0
51942555	51944108	47	47	0	0	1	0.25	0	1	1	1	0	0	0	0
51944292	51946283	41	41	0	0	1	0.1875	0	1	1	1	0	0	0	0
51946479	51949661	43	43	0	0	1	0.125	0	1	1	1	0	0	0	0
51949797	51950006	57	57	0	0	1	0.278645833333333	0	1	1	1	0	0	0	0
51950162	51950271	64	64	0	0	1	0.276041666666667	0	1	1	1	0	0	0	0
51950400	51957515	61	61	0	0	1	0.2734375	0	1	1	1	0	0	0	0
51957608	51958310	78	96	0	0	1	0.121803977272727	0	1	0.73442126369811	0.89057873630189	0	0	0	0
51957608	51960147	18	96	0	0	1	0.0136126893939394	0	0	0.10942126369811	0.265578736301889	0	0	0	0
51958545	51960147	21	21	0	0	1	0.0318727355072464	0	0	1	1	0	0	0	0
51958545	51964871	0	0	NA	0	0.5	0.00198143115942029	0	0	0	0	0	0	0	0
51960323	51961836	68	68	0	0	1	0.127604166666667	0	1	1	1	0	0	0	0
51961914	51964871	59	59	0	0	1	0.138020833333333	0	1	1	1	0	0	0	0
51961914	51968443	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
51965034	51968443	102	102	0	0	1	0.127604166666667	0	1	1	1	0	0	0	0
51968608	51970491	61	61	0	0	1	0.145833333333333	0	1	1	1	0	0	0	0
51970750	51973934	58	58	0	0	1	0.174479166666667	0	1	1	1	0	0	0	0
51975169	52011286	22	22	0	0	1	0.0807291666666667	0	1	1	1	0	0	0	0
52037219	52050103	0	0	NA	0	1	0.00520833333333333	0	0	0	0	0	0	0	0
52050222	52061818	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
52076144	52083259	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
52086364	52087337	0	0	NA	0	1	0.0078125	0	0	0	0	0	0	0	0
52087455	52089246	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
52093236	52099742	0	0	NA	0	1	0.00520833333333333	0	0	0	0	0	0	0	0
52099877	52101932	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
52102015	52102091	0	0	NA	0	1	0.00520833333333333	0	0	0	0	0	0	0	0
52110578	52112267	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
52133227	52133688	475	475	0	1	1	1	1	1	1	1	0	0	0	0
52133816	52135728	333	394	0	0	1	0.943849398656041	0.666666666666667	1	0.809458707649553	0.880896622299685	0	0	0	0
52133816	52136115	61	394	0	0	1	0.0483381013439592	0	0.330701754385964	0.119103377700315	0.190541292350447	0	0	0	0
52135864	52136115	340	340	0	0	1	0.989583333333333	1	1	1	1	0	0	0	0
52136260	52136799	392	392	0	1	1	1	1	1	1	1	0	0	0	0
52136903	52141019	267	303	0	0	1	0.908881099157703	0.643928571428572	1	0.84475477688486	0.917621460738903	0	0	0	0
52136903	52143914	36	303	0	0	0.470588235294118	0.0572647341756299	0	0.295254010695187	0.0823785392610973	0.15524522311514	0	0	0	0
52141070	52143914	259	259	0	0	1	0.778645833333333	0	1	1	1	0	0	0	0
52143988	52144690	208	208	0	0	1	0.994791666666667	1	1	1	1	0	0	0	0
52144892	52148414	313	313	0	0	1	0.966145833333333	1	1	1	1	0	0	0	0
52148470	52151145	295	295	0	0	1	0.950520833333333	1	1	1	1	0	0	0	0
52151233	52151320	0	0	NA	0	0.08	0.000208333333333333	0	0	0	0	0	4	0	0
52151233	52151324	343	343	0	0	1	0.9815625	1	1	1	1	0	0	0	0
52151393	52152608	319	319	0	0	1	0.971354166666667	1	1	1	1	0	0	0	0
52152693	52153894	328	328	0	0	1	0.981770833333333	1	1	1	1	0	0	0	0
52153993	52154079	370	390	0	0	1	0.970833333333333	1	1	0.926826473903937	0.970609423531961	0	0	0	0
52153993	52156074	20	390	0	0	0.2	0.000520833333333333	0	0	0.0293905764680391	0.0731735260960634	0	0	0	0
52154174	52156074	250	265	0	0	1	0.763020833333333	0	1	0.915573294415622	0.971219158414567	0	0	0	0
52154174	52159542	15	265	0	0	1	0.00260416666666667	0	0	0.0287808415854335	0.0844267055843779	0	0	0	0
52156249	52159542	239	239	0	0	1	0.348958333333333	0	1	1	1	0	0	0	0
52378790	52386027	76	146	0	0	1	0.517343748474319	0	1	0.439511085372557	0.601584805038402	0	0	0	0
52378790	52397231	70	146	0	0	1	0.295156251525681	0	1	0.398415194961598	0.560488914627443	0	0	0	0
52386187	52397231	79	79	0	0	1	0.702651515151515	0	1	1	1	0	0	0	0
52386187	52397657	0	0	NA	0	0.181818181818182	0.000473484848484848	0	0	0	0	0	-426	0	0
52398195	52402542	186	186	0	0	1	0.830729166666667	0	1	1	1	0	0	0	0
52402682	52406030	140	172	0	0	1	0.583963713897199	0	1	0.755796433142852	0.872110543601334	0	0	0	0
52402695	52406030	32	172	0	0	1	0.035827952769468	0	0.328333333333332	0.127889456398666	0.244203566857148	-13	0	0	0
52415924	52416016	1066	1066	0	1	1	1	1	1	1	1	0	0	0	0
52416094	52417056	1139	1139	0	0.935897435897436	1	0.999641334717162	1	1	1	1	0	0	0	0
52416094	52425931	0	0	NA	0	0.0641025641025641	0.000358665282838077	0	0	0	0	0	0	0	0
52417142	52417436	0	0	NA	0	0.0100603621730382	2.61988598256204e-05	0	0	0	0	0	-380	0	0
52417142	52417991	915	983	0	0.76056338028169	1	0.9473992630489	0.848484848484849	1	0.91496080820296	0.946687208073744	0	0	0	0
52417142	52423573	68	983	0	0	0.232142857142857	0.0523911460724947	0	0.151515151515152	0.0533127919262562	0.0850391917970399	0	0	0	0
52417142	52425931	0	0	NA	0	0.0704225352112676	0.000183392018779343	0	0	0	0	0	0	0	0
52417680	52417991	0	0	NA	0	1	0.00520833333333333	0	0	0	0	377	0	0	0
52418057	52423573	1131	1172	0	0.769230769230769	1	0.985562154322842	0.901466049382716	1	0.954497739565798	0.975536390127035	0	0	0	0
52418057	52425931	41	1172	0	0	0.230769230769231	0.0144378456771585	0	0.0985339506172839	0.0244636098729655	0.0455022604342018	0	0	0	0
52423640	52425931	1247	1247	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
52426067	52426729	0	0	NA	0	0.0757575757575758	0.000197285353535354	0	0	0	0	0	259	0	0
52426067	52426988	1153	1153	0	0	1	0.99583093036218	1	1	1	1	0	0	0	0
52426067	52427186	0	0	NA	0	0.36	0.00136761761761762	0	0	0	0	0	0	0	0
52427067	52427186	1111	1111	0	0	1	0.997355536750484	1	1	1	1	0	0	0	0
52427088	52427186	0	0	NA	0	0.0154738878143133	4.02965828497743e-05	0	0	0	0	-21	0	0	0
52427220	52429235	58	1148	0	0	1	0.106925388486239	0	0.407727272727272	0.0378528269136208	0.0631924692536266	0	0	0	0
52427220	52433661	1090	1148	0	0	1	0.890470444847094	0.588636363636364	1	0.936807530746373	0.962147173086379	0	0	0	0
52429433	52433661	39	39	0	0	1	0.3203125	0	1	1	1	-65	0	0	0
52433749	52434792	1036	1036	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
52434883	52435047	0	0	NA	0	0.0769230769230769	0.000559943528693529	0	0	0	0	0	-210	0	0
52434883	52436289	1180	1180	0	0	1	0.99683588980464	1	1	1	1	0	0	0	0
52435375	52435480	0	0	NA	0	1	0.0490315755208333	0	0	0	0	-492	440	0	0
52435375	52436289	0	0	NA	0	0.171875	0.000447591145833333	0	0	0	0	-492	0	0	0
52435516	52436289	10	10	0	0	1	0.0494791666666667	0	0	1	1	-633	0	0	0
52435589	52436289	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-706	0	0	0
52436405	52439097	1204	1204	0	0	1	0.997395833333333	1	1	1	1	0	0	0	0
52439166	52442376	10	930	0	0	0	NA	NA	NA	0.00412403094039897	0.0173813454036871	3	0	1	0.010752688172043
52439169	52442376	920	930	0	0	1	0.994791666666667	1	1	0.982618654596313	0.995875969059601	0	0	0	0
52442446	52449930	25	1034	0	0	0.45	0.0349198802064603	0	0.257816377171216	0.0148154708373559	0.0335404285823733	0	0	0	0
52442446	52450498	1009	1034	0	0	1	0.946850953126873	0.692089249492901	1	0.966459571417627	0.985184529162644	0	0	0	0
52450254	52450498	0	0	NA	0	1	0.00260416666666667	0	0	0	0	-9	0	0	0
52844934	52845424	0	0	NA	0	1	0.00520833333333333	0	0	0	0	0	0	0	0
59666847	59741992	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	32066	0	0
59666847	59774188	507	507	0	0	1	0.653645833333333	0	1	1	1	0	0	0	0
59774249	59774727	557	557	0	0	1	0.752604166666667	0	1	1	1	0	0	0	0
59774824	59810787	608	608	0	0	1	0.640625	0	1	1	1	0	0	0	0
59810924	59833106	774	774	0	0	1	0.7265625	0	1	1	1	0	0	0	0
59833272	59839323	528	528	0	0	1	0.6484375	0	1	1	1	0	0	0	0
59839449	59861406	660	660	0	0	1	0.651041666666667	0	1	1	1	0	0	0	0
59861537	59879228	663	663	0	0	1	0.708333333333333	0	1	1	1	0	0	0	0
59879469	59911734	518	518	0	0	1	0.622395833333333	0	1	1	1	0	0	0	0
59911837	59916154	445	445	0	0	1	0.5625	0	1	1	1	0	0	0	0
59916250	59924774	433	433	0	0	1	0.520833333333333	0	1	1	1	0	0	0	0
59924871	59969943	462	462	0	0	1	0.541666666666667	0	1	1	1	0	0	0	0
59965535	59969943	0	0	NA	0	1	0.00260416666666667	0	0	0	0	4524	0	0	0
59970059	59970851	424	424	0	0	1	0.578125	0	1	1	1	0	0	0	0
59971161	59974351	352	352	0	0	1	0.515625	0	1	1	1	0	0	0	0
59974457	59980794	532	532	0	0	1	0.619791666666667	0	1	1	1	0	0	0	0
59980860	59983768	569	569	0	0	1	0.627604166666667	0	1	1	1	0	0	0	0
59983888	59991157	537	537	0	0	1	0.528645833333333	0	1	1	1	0	0	0	0
59991275	59992067	484	484	0	0	1	0.661458333333333	0	1	1	1	0	0	0	0
59992187	59992472	379	379	0	0	1	0.5546875	0	1	1	1	0	0	0	0
59992584	60008543	550	550	0	0	1	0.5703125	0	1	1	1	0	0	0	0
60008650	60010532	589	589	0	0	1	0.466145833333333	0	1	1	1	0	0	0	0
60010670	60015912	693	693	0	0	1	0.4921875	0	1	1	1	0	0	0	0
60015983	60016070	591	591	0	0	1	0.486979166666667	0	1	1	1	0	0	0	0
60016146	60042689	505	505	0	0	1	0.513020833333333	0	1	1	1	0	0	0	0
60042821	60093627	481	481	0	0	1	0.481770833333333	0	1	1	1	0	0	0	0
60093733	60112009	428	438	0	0	1	0.494791666666667	0	1	0.963180590111153	0.991157309432226	0	0	0	0
60093733	60163586	10	438	0	0	0	NA	NA	NA	0.00884269056777413	0.0368194098888469	0	0	1	0
60112187	60132956	295	331	0	0	1	0.362905712813828	0	1	0.857697645020552	0.924779696369176	0	0	0	0
60112187	60163586	36	331	0	0	1	0.0120942871861723	0	0	0.0752203036308242	0.142302354979448	0	0	0	0
60132990	60163586	360	360	0	0	1	0.361979166666667	0	1	1	1	0	0	0	0
61413967	61415026	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
66305029	66631209	0	0	NA	0	1	0.0078125	0	0	0	0	0	0	0	0
66631286	66903503	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
66631412	66903503	0	0	NA	0	1	0.00260416666666667	0	0	0	0	0	0	0	0
66903606	67225404	0	0	NA	0	1	0.0130208333333333	0	0	0	0	0	0	0	0
67225188	67225404	0	0	NA	0	1	0.0416666666666667	0	0	0	0	3388	0	0	0
67228576	67229779	31	31	0	0	1	0.169704861111111	0	1	1	1	0	0	0	0
67228576	67230008	0	0	NA	0	1	0.0151909722222222	0	0	0	0	0	-229	0	0
71440693	71475140	0	0	NA	0	1	0.0338541666666667	0	0	0	0	0	0	0	0
71475210	71475705	0	0	NA	0	1	0.0911458333333333	0	1	0	0	0	0	0	0
71475850	71479168	0	0	NA	0	1	0.0703125	0	1	0	0	0	0	0	0
