"initial"	"last"	"count"	"total"	"flag"	"min"	"max"	"mean"	"percentile_5"	"percentile_95"	"lower"	"upper"	"potential"	"score"
73063884	73075707	164	164	0	0	1	0.994943113479846	1	1	1	1	0	0
73063888	73064250	0	0	NA	0	0.00524658971668416	1.91031448394398e-05	0	0	0	0	0	0
73068640	73069031	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
73074702	73075280	0	0	NA	0	0.0540540540540541	0.000136156307440942	0	0	0	0	0	0
73074989	73075707	0	0	NA	0	1	0.00527767782175843	0	0	0	0	0	0
73075064	73075707	0	0	NA	0	1	0.115279537584745	0	1	0	0	0	0
73075074	73075707	0	0	NA	0	1	0.15876744930859	0	1	0	0	0	0
73075215	73075707	0	0	NA	0	0.0540540540540541	0.000136156307440942	0	0	0	0	0	0
73076422	73076453	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
73076712	73077325	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
75549671	75549975	111	111	0	0	1	0.0194126192866747	0	0	1	1	0	0
75549671	75560752	0	0	NA	0	0.307692307692308	0.0011528773493509	0	0	0	0	0	0
75549767	75549781	0	0	NA	0	1	0.0046234202405487	0	0	0	0	0	0
75549863	75549975	1635	1652	0	0	1	0.975063050828732	0.848484848484849	1	0.984842857730807	0.99457602846774	0	0
75549863	75560752	17	1652	0	0	0.318181818181818	0.019899165795953	0	0.144474393530997	0.0054239715322602	0.0151571422691926	0	0
75549988	75552249	27	1865	0	0	0.00915750915750916	2.30667736964966e-05	0	0	0.00905604895623374	0.0198983746362596	0	0
75549988	75556373	0	0	NA	0	0.0143061516452074	3.60356464614797e-05	0	0	0	0	0	0
75549988	75556376	0	0	NA	0	0.0892857142857143	0.000224901043540842	0	0	0	0	0	0
75549988	75560752	1826	1865	0	0	1	0.991041661971976	1	1	0.972594348890856	0.985582594808876	0	0
75549988	75566694	12	1865	0	0	0.136363636363636	0.00109243454882992	0	0	0.00280549030977613	0.0100631423979987	0	0
75549988	75594914	0	0	NA	0	0.0100143061516452	2.52249525230358e-05	0	0	0	0	0	0
75552405	75560752	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
75555203	75560752	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
75556418	75560752	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
75560882	75566694	1956	1956	0	0	1	0.997382969675161	1	1	1	1	0	0
75565769	75566743	0	0	NA	0	0.038961038961039	9.81386371814583e-05	0	0	0	0	0	0
75566852	75567226	3158	3158	0	1	1	1	1	1	1	1	0	0
75567311	75569457	0	0	NA	0	0.00523560209424084	1.31879145950651e-05	0	0	0	0	0	0
75567313	75568557	0	0	NA	0	0.011340206185567	2.85647510971461e-05	0	0	0	0	0	0
75567313	75569459	2007	2007	0	0	1	0.99743935564665	1	1	1	1	0	0
75568575	75569459	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
75569497	75594914	0	0	NA	0	0.078125	0.000279646692297494	0	0	0	0	0	0
75569508	75589937	50	1428	0	0	0.275862068965517	0.0785298815470056	0	0.17378562362986	0.0254800446000966	0.0445479666043852	0	0
75569508	75594914	1378	1428	0	0.724137931034483	1	0.920817599763847	0.822229639519359	1	0.955452033395615	0.974519955399903	0	0
75569508	75604768	0	0	NA	0	0.0485436893203883	0.000372871996850311	0	0	0	0	0	0
75590127	75594914	0	0	NA	0	0.048	0.000120906801007557	0	0	0	0	0	0
75590130	75594914	19	19	0	0	1	0.843707808564232	0	1	1	1	0	0
75594991	75595939	0	0	NA	0	0.119047619047619	0.000725551724982943	0	0	0	0	0	0
75594991	75601411	12	1534	0	0	0.154545454545455	0.001736471672694	0	0	0.00341393062670936	0.0122314409508656	0	0
75594991	75604768	1522	1534	0	0.845454545454545	1	0.997321143958289	1	1	0.987768559049134	0.996586069373291	0	0
75594991	75605728	0	0	NA	0	0.078125	0.000216832644034503	0	0	0	0	0	0
75596011	75604768	0	0	NA	0	1	0.00348769618291029	0	0	0	0	0	0
75601571	75604768	13	13	0	0	1	0.0242201123813214	0	0	1	1	0	0
75604828	75605728	1521	1521	0	0.96742671009772	1	0.999917951410826	1	1	1	1	0	0
75604892	75605728	0	0	NA	0	0.0325732899022801	8.20485891745091e-05	0	0	0	0	0	0
75621869	75623270	37	37	0	0	1	0.052896725440806	0	1	1	1	0	0
75623321	75625895	0	0	NA	0	1	0.00436165981704892	0	0	0	0	0	0
75623321	75692416	0	0	NA	0	1	0.00412302797295506	0	0	0	0	0	0
75623321	75713181	19	19	0	0	1	0.00410977064828318	0	0	1	1	0	0
75635891	75636655	49	138	0	0	0	NA	NA	NA	0.275230633302804	0.434914294233428	1	0.355072463768116
75635891	75713181	39	138	0	0	0	NA	NA	NA	0.207483201345664	0.357734189958683	1	0.282608695652174
75635969	75636655	18	138	0	0	0	NA	NA	NA	0.0742440987888808	0.186625466428511	1	0.130434782608696
75635969	75713181	19	138	0	0	0	NA	NA	NA	0.0801917664544238	0.195170552386156	1	0.13768115942029
75636471	75636655	13	138	2	0	0	NA	NA	NA	0.0454653002196995	0.14294049688175	1	0.0942028985507246
75636727	75638444	32	3359	0	0	0	NA	NA	NA	0.0062415912714952	0.0128116983980493	1	0.00952664483477225
75636727	75692416	30	3359	0	0	0	NA	NA	NA	0.00574953420243829	0.0121129248627597	1	0.00893122953259899
75636727	75713181	2059	3359	0	0	1	0.120906801007557	0	1	0.596508259101979	0.629451848072775	0	0
75636727	75713185	34	3359	0	0	0	NA	NA	NA	0.00673692236364345	0.0135071979102476	1	0.0101220601369455
75636727	75727028	1069	3359	0	0	1	0.00251889168765743	0	0	0.302497045349049	0.334001912674172	0	0
75636727	75760931	105	3359	0	0	0	NA	NA	NA	0.0253743301639598	0.0371442765642332	1	0.0312593033640965
75636727	75795400	30	3359	0	0	0	NA	NA	NA	0.00574953420243829	0.0121129248627597	1	0.00893122953259899
75637819	75638444	11	11	0	0	0	NA	NA	NA	1	1	1	1
75638532	75713181	38	62	0	0	0	NA	NA	NA	0.491657634391277	0.734148817221626	1	0.612903225806452
75692569	75713181	24	62	0	0	1	0.00251889168765743	0	0	0.265851182778374	0.508342365608723	0	0
75713249	75727028	111	2770	0	0	0	NA	NA	NA	0.0327682642027821	0.0473761401293479	1	0.040072202166065
75713253	75727028	2636	2770	0	0	1	0.303869933592856	0	1	0.943634277539587	0.959614819933338	0	0
75713253	75760931	23	2770	0	0	0.363636363636364	0.000915960613693611	0	0	0.00492392639860556	0.0116825717963403	0	0
75727099	75755797	11	4282	0	0	0.347826086956522	0.000876136239185193	0	0	0.00105272546319457	0.00408506061807586	0	0
75727099	75760931	4271	4282	0	0	1	0.384514291972402	0	1	0.995914939381924	0.998947274536805	0	0
75760430	75760931	0	0	NA	0	0.357142857142857	0.00192446262385131	0	0	0	0	0	0
75760517	75760931	0	0	NA	0	0.545454545454545	0.00159713385488981	0	0	0	0	0	0
75760560	75760931	0	0	NA	0	0.23728813559322	0.00128599685086259	0	0	0	0	0	0
75760666	75760931	34	34	0	0	1	0.345318351254779	0	1	1	1	0	0
75761039	75795400	6131	6131	0	0	1	0.92191435768262	0	1	1	1	0	0
75789088	75795400	83	83	0	0	0	NA	NA	NA	1	1	1	1
75795432	75796635	6777	6777	0	0	1	0.957178841309824	1	1	1	1	0	0
75796750	75800683	3708	3708	0	0	1	0.952141057934509	1	1	1	1	0	0
75800883	75804288	5521	5521	0	0	1	0.954659949622166	1	1	1	1	0	0
75804542	75805478	25	5451	0	0	0	NA	NA	NA	0.00279260663492857	0.00638002224050713	1	0.00458631443771785
75804542	75807479	10	5451	0	0	0.0266666666666667	6.71704450041982e-05	0	0	0.000698518372808449	0.00297053317736583	0	0
75804542	75809153	5377	5451	0	0	1	0.745671423848338	0	1	0.983352463533149	0.989496554995562	0	0
75804542	75817160	39	5451	0	0	1	0.18373243845225	0	0.504166666666666	0.00491720229089489	0.0093920987547848	0	0
75805761	75817160	13	13	0	0	0	NA	NA	NA	1	1	1	1
75808200	75809153	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
75809184	75817160	5291	5291	0	0	1	0.851385390428212	0	1	1	1	0	0
75817279	75819392	5612	5612	0	0	1	0.957178841309824	1	1	1	1	0	0
75819536	75821176	6046	6064	0	0	1	0.944988235351851	0	1	0.995662396956478	0.99840092758178	0	0
75819536	75823564	18	6064	0	0	0.451612903225806	0.00211503920734265	0	0	0.00159907241821952	0.00433760304352191	0	0
75821610	75823564	6000	6000	0	0	1	0.349021457364383	0	0.723232323232323	1	1	0	0
75823140	75823564	0	0	NA	0	1	0.588006250444181	0	1	0	0	0	0
75823874	75833050	5252	5252	0	0	1	0.987153845427903	1	1	1	1	0	0
75823874	75834225	0	0	NA	0	0.078125	0.000251696133810115	0	0	0	0	0	0
75833166	75834225	6300	6314	0	0	1	0.971225447688263	1	1	0.996622503399509	0.998942906800047	0	0
75833166	75834229	14	6314	0	0	0.333333333333333	0.0010667437475052	0	0	0.00105709319995287	0.00337749660049059	0	0
75834388	75835151	2530	5076	0	0	1	0.823942566774114	0.451989389920424	1	0.484668876160087	0.512179035581441	0	0
75834388	75835232	2546	5076	0	0	1	0.140792949598682	0	0.427096774193548	0.487820964418559	0.515331123839913	0	0
75835340	75836396	3200	3200	0	0	1	0.982367758186398	1	1	1	1	0	0
75836458	75838139	3106	3748	0	0	1	0.985066839777153	1	1	0.816646488697757	0.840770800523161	0	0
75836458	75840084	642	3748	0	0	0.238095238095238	0.00233870178455932	0	0	0.159229199476839	0.183353511302243	0	0
75838197	75840084	2902	2948	0	0	1	0.984886649874055	1	1	0.979922236945276	0.988870164682946	0	0
75838197	75840088	46	2948	0	0	0	NA	NA	NA	0.0111298353170537	0.0200777630547238	1	0.0156037991858887
75840111	75840346	0	0	NA	0	0.0112570356472795	2.83552535195958e-05	0	0	0	0	0	0
75840111	75840390	4401	4401	0	0	1	0.994933861371166	1	1	1	1	0	0
75840496	75841108	4819	4848	0	0	1	0.96222457204845	0.777060931899642	1	0.991847502744123	0.99618880088624	0	0
75840496	75841627	29	4848	0	0	0.416666666666667	0.0327376445762354	0	0.202105263157895	0.0038111991137604	0.00815249725587657	0	0
75841202	75841627	5352	5352	0	1	1	1	1	1	1	1	0	0
75841984	75842850	5538	5538	0	0	1	0.997481108312343	1	1	1	1	0	0
75842917	75845326	6134	6155	0	0	1	0.992799795803349	1	1	0.995131354530548	0.998044924917055	0	0
75842917	75849078	21	6155	0	0	0.242424242424242	0.0021624208213359	0	0	0.00195507508294452	0.0048686454694519	0	0
75845380	75849078	6585	6585	0	0	1	0.992153593264034	1	1	1	1	0	0
75845380	75849125	0	0	NA	0	0.0833333333333333	0.00028973167299346	0	0	0	0	0	0
75849293	75853091	7548	7548	0	0	1	0.997393147015313	1	1	1	1	0	0
75849466	75853091	0	0	NA	0	0.0349206349206349	8.79612970293071e-05	0	0	0	0	0	0
75853389	75855259	4499	4510	0	0	1	0.991263499232751	1	1	0.996121363146975	0.999000588072537	0	0
75853389	75856505	11	4510	0	0	0.416666666666667	0.00117982570427633	0	0	0.000999411927462613	0.00387863685302519	0	0
75855369	75856480	0	0	NA	0	0.0357142857142857	8.99604174163368e-05	0	0	0	0	0	0
75855369	75856505	4361	4361	0	0.964285714285714	1	0.999910039582584	1	1	1	1	0	0
75856609	75857920	3291	3291	0	1	1	1	1	1	1	1	0	0
75871244	75873238	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
75871244	75873656	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
75873735	75873851	0	0	NA	0	1	0.0100755667506297	0	0	0	0	0	0
75875667	75875928	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
75876071	75876852	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
75878795	75879703	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
75879783	75881045	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
76992272	76995062	1591	1591	0	0	1	0.98992443324937	1	1	1	1	0	0
76995229	76995456	0	0	NA	0	0.315789473684211	0.0154664209762798	0	0.143915343915344	0	0	0	0
76995229	76995901	1583	1583	0	0	1	0.97445801227309	0.837069436850738	1	1	1	0	0
76995510	76995901	0	0	NA	0	0.171428571428571	0.000431810003598417	0	0	0	0	0	0
76995514	76995901	0	0	NA	0	1	0.0776538323137819	0	1	0	0	0	0
76995967	77000457	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
76996128	76998042	47	1443	0	0	0.391304347826087	0.0106967845717652	0	0.108020050125313	0.0234120293272888	0.0417300358147763	0	0
76996128	76999929	0	0	NA	0	0.0213675213675214	5.38224719584921e-05	0	0	0	0	0	0
76996128	77000457	1382	1443	0	0	1	0.971617151142674	0.841426146010187	1	0.947345089464263	0.968108825989653	0	0
76996128	77008743	14	1443	0	0	0	NA	NA	NA	0.00464450020514585	0.0147595191988736	1	0.0097020097020097
76998086	76999929	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
76998086	77000457	39	39	0	0	1	0.100755667506297	0	1	1	1	0	0
76999996	77000457	0	0	NA	0	1	0.0100755667506297	0	0	0	0	0	0
77007785	77015404	0	0	NA	0	1	0.994962216624685	1	1	0	0	0	0
77008896	77012800	16	16	0	0	0	NA	NA	NA	1	1	1	1
77027123	77056929	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
77027123	77075517	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77045207	77045224	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77057066	77062638	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77068841	77070643	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77075585	77076815	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
77082007	77083031	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77087429	77087551	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77535825	77555856	0	0	NA	0	1	0.969773299748111	1	1	0	0	0	0
77555550	77555856	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77555919	77556595	0	0	NA	0	1	0.974811083123426	1	1	0	0	0	0
77556649	77559803	0	0	NA	0	0.000977517106549365	6.4853965280847e-06	0	0	0	0	0	0
77556714	77559803	0	0	NA	0	1	0.98482503650696	1	1	0	0	0	0
77556714	77559805	0	0	NA	0	0.00265503508439219	6.68774580451432e-06	0	0	0	0	0	0
77556714	77563830	0	0	NA	0	0.0192307692307692	4.84402247626429e-05	0	0	0	0	0	0
77559864	77561551	0	0	NA	0	0.0138504155124654	4.12928384415035e-05	0	0	0	0	0	0
77559864	77563830	0	0	NA	0	1	0.989792243136757	1	1	0	0	0	0
77559864	77567679	0	0	NA	0	0.00267236771779797	6.73140483072536e-06	0	0	0	0	0	0
77559864	77569370	0	0	NA	0	0.0301003344481605	7.58194822371802e-05	0	0	0	0	0	0
77559868	77563835	0	0	NA	0	0.00254022015241321	8.34638710374662e-06	0	0	0	0	0	0
77561721	77563830	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77563900	77567654	0	0	NA	0	0.00125812539316419	3.169081594872e-06	0	0	0	0	0	0
77563900	77567679	0	0	NA	0	1	0.887016673753312	0.784210324608132	1	0	0	0	0
77563900	77568294	0	0	NA	0	0.14	0.0389846085063204	0	0.075778474399164	0	0	0	0
77563900	77569370	0	0	NA	0	0.384057971014493	0.0639107269997339	0	0.152936657512609	0	0	0	0
77563900	77599688	0	0	NA	0	0.00114445574771109	2.88276006980123e-06	0	0	0	0	0	0
77563900	77627946	0	0	NA	0	0.00125812539316419	4.7706149669838e-06	0	0	0	0	0	0
77563907	77567687	0	0	NA	0	0.000635808748728383	1.60153337211179e-06	0	0	0	0	0	0
77567749	77568294	0	0	NA	0	1	0.91723185408809	0.854741474147415	1	0	0	0	0
77567749	77568297	0	0	NA	0	0.0019280205655527	4.85647497620327e-06	0	0	0	0	0	0
77567749	77569370	0	0	NA	0	0.318840579710145	0.0701688309986468	0	0.142004264392324	0	0	0	0
77568334	77569165	0	0	NA	0	0.00207397165572071	5.224109964032e-06	0	0	0	0	0	0
77568334	77569370	0	0	NA	0	1	0.98688833811547	1	1	0	0	0	0
77568450	77569370	0	0	NA	0	0.00135906496330525	3.42333743905604e-06	0	0	0	0	0	0
77568479	77569370	0	0	NA	0	0.00271812992661049	6.84667487811207e-06	0	0	0	0	0	0
77568746	77569370	0	0	NA	0	0.0961538461538462	0.000501709323961249	0	0	0	0	0	0
77569452	77572123	0	0	NA	0	1	0.966136371999753	0.940211863593621	1	0	0	0	0
77569452	77572127	0	0	NA	0	0.00173611111111111	7.21030460046555e-06	0	0	0	0	0	0
77569452	77589143	0	0	NA	0	0.192592592592593	0.0237353206368115	0	0.0565810276679842	0	0	0	0
77569452	77597544	0	0	NA	0	0.0169491525423729	4.55303082056589e-05	0	0	0	0	0	0
77572190	77578784	0	0	NA	0	0.00434027777777778	1.09326896165687e-05	0	0	0	0	0	0
77572190	77584179	0	0	NA	0	0.04	0.000402733815938751	0	0	0	0	0	0
77572190	77589143	0	0	NA	0	1	0.984086966430703	0.973265550239234	1	0	0	0	0
77572190	77589151	0	0	NA	0	0.00143919405133125	3.62517393282432e-06	0	0	0	0	0	0
77572190	77597544	0	0	NA	0	0.0686274509803922	0.00290128345152198	0	0.0239922989294446	0	0	0	0
77578874	77589143	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77584355	77589143	0	0	NA	0	1	0.0680100755667506	0	1	0	0	0	0
77589225	77591394	0	0	NA	0	1	0.984815740566796	0.96650406504065	1	0	0	0	0
77589225	77597544	0	0	NA	0	0.276995305164319	0.00510869268257462	0	0.0308503966057923	0	0	0	0
77591461	77593513	0	0	NA	0	1	0.777669250103817	0.62889576524581	0.911357528957529	0	0	0	0
77591461	77593520	0	0	NA	0	0.00146065364250502	3.67922831865245e-06	0	0	0	0	0	0
77591461	77597544	0	0	NA	0	0.619047619047619	0.209625033685603	0.0842957308955356	0.345655591471923	0	0	0	0
77591461	77597549	0	0	NA	0	0.00101574403250381	2.55854920026148e-06	0	0	0	0	0	0
77591461	77599328	0	0	NA	0	0.0093603744149766	2.35777693072458e-05	0	0	0	0	0	0
77591461	77599688	0	0	NA	0	0.0323325635103926	8.14422254669839e-05	0	0	0	0	0	0
77593574	77595016	0	0	NA	0	0.0019893899204244	5.01105773406651e-06	0	0	0	0	0	0
77593574	77597544	0	0	NA	0	1	0.985094817040216	1	1	0	0	0	0
77593574	77597549	0	0	NA	0	0.0372340425531915	0.000309280066500976	0	0	0	0	0	0
77593574	77599328	0	0	NA	0	0.554761904761905	0.00360585428432995	0	0	0	0	0	0
77593574	77599688	0	0	NA	0	0.166666666666667	0.000909470800589676	0	0	0	0	0	0
77595088	77597544	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
77597590	77598006	0	0	NA	0	0.0108108108108108	2.72312614881884e-05	0	0	0	0	0	0
77597590	77599328	0	0	NA	0	1	0.978725001399735	0.948674850048821	1	0	0	0	0
77597590	77599688	0	0	NA	0	0.233766233766234	0.0110908681033562	0	0.0432055749128919	0	0	0	0
77597590	77609057	0	0	NA	0	0.0152439024390244	7.76959712856297e-05	0	0	0	0	0	0
77597590	77612890	0	0	NA	0	0.0014436958614052	3.63651350479899e-06	0	0	0	0	0	0
77598261	77599328	0	0	NA	0	1	0.0125944584382872	0	0	0	0	0	0
77599389	77599658	0	0	NA	0	0.00198244123477768	4.99355474755084e-06	0	0	0	0	0	0
77599389	77599688	0	0	NA	0	1	0.989883640519961	1	1	0	0	0	0
77599389	77599690	0	0	NA	0	0.0134099616858238	3.57991746612324e-05	0	0	0	0	0	0
77599749	77600690	0	0	NA	0	0.0257731958762887	0.000225893518387963	0	0	0	0	0	0
77599749	77602064	0	0	NA	0	1	0.98968503950907	1	1	0	0	0	0
77599749	77602073	0	0	NA	0	0.00128965695125097	3.24850617443569e-06	0	0	0	0	0	0
77599749	77609057	0	0	NA	0	0.00205176767676768	5.1681805460143e-06	0	0	0	0	0	0
77599749	77627946	0	0	NA	0	0.00201816347124117	5.08353519204325e-06	0	0	0	0	0	0
77602125	77602596	0	0	NA	0	0.0138888888888889	0.000193621304727883	0	0	0	0	0	0
77602125	77602653	0	0	NA	0	1	0.893652670637226	0.863689528111256	0.935694338664636	0	0	0	0
77602125	77602656	0	0	NA	0	0.172131147540984	0.085951229782738	0.0567234042553191	0.116561547728722	0	0	0	0
77602125	77603075	0	0	NA	0	0.0656660412757974	0.010033088629178	0	0.0293371881776093	0	0	0	0
77602125	77604355	0	0	NA	0	0.0194444444444444	4.89784494822278e-05	0	0	0	0	0	0
77602125	77608055	0	0	NA	0	0.0169491525423729	4.26930794518209e-05	0	0	0	0	0	0
77602129	77602656	0	0	NA	0	0.000854092526690391	2.15136656597076e-06	0	0	0	0	0	0
77602714	77603075	0	0	NA	0	1	0.950899004414714	0.933592002459477	1	0	0	0	0
77602714	77603078	0	0	NA	0	0.123076923076923	0.038719891236869	0	0.0637835965241491	0	0	0	0
77602714	77603083	0	0	NA	0	0.00203562340966921	5.12751488581665e-06	0	0	0	0	0	0
77602714	77604355	0	0	NA	0	0.0574712643678161	0.000182585086606627	0	0	0	0	0	0
77602714	77608055	0	0	NA	0	0.0411899313501144	0.000117824996294422	0	0	0	0	0	0
77603136	77604289	0	0	NA	0	0.00179948586118252	4.53270997778972e-06	0	0	0	0	0	0
77603136	77604355	0	0	NA	0	1	0.878265224177763	0.407168551706258	1	0	0	0	0
77603136	77604363	0	0	NA	0	0.00278810408921933	9.50857838479018e-06	0	0	0	0	0	0
77603136	77608055	0	0	NA	0	1	0.111364121509651	0	0.581022859940496	0	0	0	0
77603136	77609057	0	0	NA	0	0.0206896551724138	0.000255688303583483	0	0	0	0	0	0
77603136	77610046	0	0	NA	0	0.0100671140939597	2.53579700099741e-05	0	0	0	0	0	0
77604416	77607065	0	0	NA	0	0.000963855421686747	6.54396480474425e-06	0	0	0	0	0	0
77604416	77608055	0	0	NA	0	1	0.97802191432903	0.974974874371859	1	0	0	0	0
77604416	77609057	0	0	NA	0	0.0894941634241245	0.00432364709277672	0	0.0217123083348249	0	0	0	0
77604416	77612890	0	0	NA	0	0.00346878097125867	1.56527997862637e-05	0	0	0	0	0	0
77607192	77608055	0	0	NA	0	1	0.0100755667506297	0	0	0	0	0	0
77608116	77609057	0	0	NA	0	1	0.989921492908879	1	1	0	0	0	0
77608116	77610046	0	0	NA	0	0.00116731517509728	2.94034049142891e-06	0	0	0	0	0	0
77609118	77610046	0	0	NA	0	1	0.98992443324937	1	1	0	0	0	0
77610107	77610207	0	0	NA	0	0.0106269925611052	2.67682432269653e-05	0	0	0	0	0	0
77610107	77612890	0	0	NA	0	1	0.9517534221285	0.880407523510972	1	0	0	0	0
77610107	77613892	0	0	NA	0	0.00154162384378212	3.88318348559727e-06	0	0	0	0	0	0
77610107	77617598	0	0	NA	0	0.00565262076053443	1.86827888299115e-05	0	0	0	0	0	0
77610107	77627946	0	0	NA	0	0.274336283185841	0.0381216769053283	0	0.107825604370894	0	0	0	0
77612942	77613892	0	0	NA	0	1	0.902015949574703	0.875429184549356	0.945526197939991	0	0	0	0
77612942	77613895	0	0	NA	0	0.192893401015228	0.0865978430104418	0.0520322480939625	0.117114317425083	0	0	0	0
77612942	77617598	0	0	NA	0	0.0124378109452736	6.98982617901389e-05	0	0	0	0	0	0
77612942	77627946	0	0	NA	0	0.0705882352941176	0.00124074240243549	0	0.00919563358317822	0	0	0	0
77613956	77617598	0	0	NA	0	1	0.981412643668529	0.962183073136307	1	0	0	0	0
77613956	77617802	0	0	NA	0	0.0126903553299492	5.76195461763411e-05	0	0	0	0	0	0
77613956	77618003	0	0	NA	0	0.00121670947681493	3.06475938744314e-06	0	0	0	0	0	0
77613956	77627946	0	0	NA	0	0.0963172804532578	0.00845110527527717	0	0.0344952978056426	0	0	0	0
77617659	77617802	0	0	NA	0	1	0.973684832094701	0.946426329044054	1	0	0	0	0
77617659	77618003	0	0	NA	0	0.468045112781955	0.00504028547261284	0	0.0040701420419872	0	0	0	0
77617659	77627946	0	0	NA	0	0.0934579439252336	0.0137182073697137	0	0.0467913718037809	0	0	0	0
77617863	77618003	0	0	NA	0	1	0.97697581734121	0.967673366305377	1	0	0	0	0
77617863	77627946	0	0	NA	0	0.0498442367601246	0.0129461506361387	0	0.0316768797244711	0	0	0	0
77617869	77618010	0	0	NA	0	0.000978712992414974	2.46527202119641e-06	0	0	0	0	0	0
77618061	77619275	0	0	NA	0	0.0123647604327666	5.36881082159841e-05	0	0	0	0	0	0
77618061	77623966	0	0	NA	0	0.117136659436009	0.0273000684539362	0	0.0628938596358919	0	0	0	0
77618061	77627946	0	0	NA	0	1	0.960998618430935	0.935790192063956	1	0	0	0	0
77618061	77627948	0	0	NA	0	0.0123647604327666	0.000202755462052434	0	0	0	0	0	0
77618061	77634378	0	0	NA	0	0.00120438395760568	3.03371273956092e-06	0	0	0	0	0	0
77618104	77627946	0	0	NA	0	0.020979020979021	0.001366269081491	0	0.0118223375247121	0	0	0	0
77619383	77627946	0	0	NA	0	0.2	0.000692695214105793	0	0	0	0	0	0
77624006	77627946	0	0	NA	0	1	0.630760791998169	0	1	0	0	0	0
77624052	77627946	0	0	NA	0	1	0.00319419088628526	0	0	0	0	0	0
77624614	77627946	0	0	NA	0	0.416666666666667	0.0010495382031906	0	0	0	0	0	0
77626706	77627946	0	0	NA	0	0.461538461538462	0.00116256539430343	0	0	0	0	0	0
77626742	77627946	0	0	NA	0	0.166666666666667	0.000419815281276238	0	0	0	0	0	0
77628010	77629437	0	0	NA	0	0.0101867572156197	3.55976691565011e-05	0	0	0	0	0	0
77628010	77634378	0	0	NA	0	1	0.989886937395069	1	1	0	0	0	0
77628010	77637119	0	0	NA	0	0.000753579502637528	1.89818514518269e-06	0	0	0	0	0	0
77629502	77634378	0	0	NA	0	1	0.00755667506297229	0	0	0	0	0	0
77634451	77634984	0	0	NA	0	0.0983606557377049	0.0107018350635886	0	0.0349173900964154	0	0	0	0
77634451	77634998	0	0	NA	0	0.000919963201471941	2.31728766113839e-06	0	0	0	0	0	0
77634451	77635086	0	0	NA	0	0.00904977375565611	4.03114328169794e-05	0	0	0	0	0	0
77634451	77635088	0	0	NA	0	0.00087173100871731	2.19579599173126e-06	0	0	0	0	0	0
77634451	77637119	0	0	NA	0	1	0.979156956382637	0.962378253639665	1	0	0	0	0
77634451	77640675	0	0	NA	0	0.00826446280991736	2.08172866748548e-05	0	0	0	0	0	0
77635172	77637119	0	0	NA	0	1	0.659949622166247	0	1	0	0	0	0
77637195	77638061	0	0	NA	0	0.0034965034965035	8.8073135932078e-06	0	0	0	0	0	0
77637195	77640110	0	0	NA	0	0.00880503144654088	2.45703815013476e-05	0	0	0	0	0	0
77637195	77640675	0	0	NA	0	1	0.989874861473296	1	1	0	0	0	0
77637199	77640675	0	0	NA	0	0.001356300013563	3.4163728301335e-06	0	0	0	0	0	0
77637290	77637309	0	0	NA	0	0.00385208012326656	1.27777081498067e-05	0	0	0	0	0	0
77637310	77637329	0	0	NA	0	1	0.0125944584382872	0	0	0	0	0	0
77637330	77637347	0	0	NA	0	1	0.00390862503257188	0	0	0	0	0	0
77637340	77637357	0	0	NA	0	0.448275862068966	0.00112915834274299	0	0	0	0	0	0
77637348	77637365	0	0	NA	0	0.521739130434783	0.00360410589301182	0	0	0	0	0	0
77637358	77637375	0	0	NA	0	1	0.0064714608576179	0	0	0	0	0	0
77637366	77637383	0	0	NA	0	1	0.00503778337531486	0	0	0	0	0	0
77638090	77640675	0	0	NA	0	1	0.00251889168765743	0	0	0	0	0	0
77640205	77640675	0	0	NA	0	1	0.0100755667506297	0	0	0	0	0	0
